No,userName,at,score,content,Sentimen
2233,Zaenal Arifin,12/22/2022,1,Kalau suruh udate cepet banget tapi kayanya gk ada perbedaan sebelum atau sesudah update,negatif
2235,Afrian Putra,12/22/2022,5,Bermanfaat,positif
2236,Repika lina,12/22/2022,5,Dengan aplikasi ini semua transaksi semakin mudah ?????¯,positif
2238,Ayu Wandila,12/22/2022,3,G bsa di perbaharui,negatif
2239,Agus Prabowo,12/22/2022,1,Aplikasi sulit d buka,negatif
2241,hasanudin,12/22/2022,4,Easy and cooperation,positif
2242,Marthen Kafiar,12/22/2022,5,nyaman aja dgn livin mndri.. 5 ?? yaaah ..,positif
2243,An Son,12/22/2022,1,"Buruan mo ngejar waktu eh malah mo minta update, dipending dulu gak bisa, dcancel gak bisa..bikin esmosi...kuota sdh sdikit lelet dancuuuukkk... Kok minta update terus Ngerepotin tau...",negatif
2244,Andi herawati hera,12/22/2022,1,Terlalu sering diperbarui ..??????¨????,negatif
2245,Jeppry bret,12/22/2022,5,Proses buat.nya mudah semudah pengguna.anya,positif
2246,Sup Rino,12/22/2022,4,Mantap markantap,positif
2249,Mom'nya Aziiz,12/22/2022,3,"Sekarang sering eror suka keluar semoga ke depan nya mohon diperhatikan perbaikannya, kalo nanti bagus saya kasih bintang 5",negatif
2250,Mardi Global,12/22/2022,3,Nyaman,positif
2251,MISTER X,12/22/2022,1,Untuk maslah log in ke aplikasinya tolong di perbaiki secepat mungkin!!,negatif
2252,winda sulastri,12/22/2022,1,Kenapa sekarang lebih sering nyuruh update2 Mulu yaa,negatif
2253,Muharram Cakke,12/22/2022,5,"Bagus, sangat membantu dalam transaksi. Terimakasih",positif
2254,Norhayati 2311,12/22/2022,1,"Mau update ,sdah download 100% ,info nya aplikasi tidak bisa di instal beee",negatif
2255,Lucky031,12/22/2022,1,"minta update we terus, panyateh rek makin alus bener anger we, asa lieir aing mah....",negatif
2256,Dzalkifli Sagran,12/22/2022,5,Mantappp.....,positif
2258,Tria Agustina,12/22/2022,3,Keseringan harus update ketika udah diupdate suka susah:(,negatif
2260,Gio Weng,12/22/2022,3,"Nasabah lama udah sering updet,..",negatif
2261,Ristyan Ardiansyah,12/22/2022,1,"Aplikasi nya sering banget update terus,menguras memori Hp",negatif
2262,Supri Yanto,12/22/2022,3,Suka eror,negatif
2266,Memetz Gea,12/22/2022,1,di updet bukannya tambah baik tapi mlah sebaliknya... mlah gk bsa di buka..,negatif
2267,Alex pirgo pirgo,12/22/2022,5,Bagussssss bangettt,positif
2268,Ravidho Ilis,12/22/2022,5,Ngak bisa di instal,negatif
2269,Ayu Gustanti,12/22/2022,1,Knpa gak bisa di upgrad,negatif
2270,Dimas Wardianto,12/22/2022,5,"Sangat membantu nasabah, good job mandiri ???",positif
2271,Lukman Hakim,12/22/2022,1,Terlalu sering update.. Ribet disaat yang dibutuhkan masih update,negatif
2272,Athar Janu,12/22/2022,1,Lemooot total,negatif
2273,Jhona Curlykritink,12/22/2022,5,Ini kok lemot amat sih livinnya mau butuh cepat gk bisa..bintang 1 ???­???­???­???­,negatif
2275,Nina Mardiah,12/22/2022,5,"Knp ini aplikasinya ga bisa di buka ,sdh 4 kali hapus dan download ulang",negatif
2276,Aisyah To,12/22/2022,1,"Dikit dikit minta update , malas bangety , orng lagi urgen urgennya mau make malah hrus update dulu",negatif
2278,Man Chanel,12/22/2022,1,Apk nya sekarang terlalu banyak pembaruan,negatif
2279,Julia Permatasari,12/22/2022,5,Sangat mudah untuk dilakukan dan diprioritaskan,positif
2280,Dawir Firman,12/22/2022,1,Knpa harus sering bnget di update sihh ni livin,negatif
2281,rustam ac,12/22/2022,1,kenapa selalu mau buka mbking minta updet merepotkan,negatif
2282,pedal mania,12/22/2022,1,"Saya update download sampai 10 kali lebih tapi tetap sama saat instal setelah update, ada notif bermasalah. Saya coba restart hp juga gak ngaruh. Mau pakai kudu update dulu tapi gak bisa d update???",negatif
2283,SABA CHANEL,12/22/2022,1,Terakhir update tgl 11 Desember 22 dan sekarang 22 harus update lagi lucunya,negatif
2284,dingdong,12/22/2022,1,Perasaan update melulu capek deh update trus,negatif
2285,sintia Rahayu,12/22/2022,4,Updatean mulu org lagi penting pake jadi lama dah,negatif
2286,nanadyadeeva praja,12/22/2022,1,Setelah melakukan update malah jd ngaco.. transfer pke metode bi fast tdk bisa di klik..,negatif
2287,Alpian Anton Lapu,12/22/2022,1,"Saya baru baru upgrade tau tau udah disuruh upgrade lagi, mana kalo gak diupgrade gak bisa masuk keaplikasinya",negatif
2291,Iman Salilana Salilana,12/22/2022,2,Ribet harus di afgrad mulu,negatif
2292,Faizal Asyhari,12/22/2022,5,Sanggat membantuu????,positif
2293,Endang Syamu,12/22/2022,5,Baik ..lancar,positif
2294,raden Gibran Ismail,12/22/2022,2,Kenapa konfirmasi password ny tidak bisa di isi..?,negatif
2296,Eva Kurniawati,12/22/2022,3,Biasa saja,negatif
2297,Istiqomah Itiq,12/22/2022,1,"Selalu minta di update padahal sama aja, belum lama di update belum 1 bulan udah harus update lagi, cuma ngabis2in memori kuota. Buat yg memori terbatas n harus buru2 bayar ini itu jadi terhambat karena harus ngapus aplikasi yg lainnya",negatif
2298,Deden Andika,12/22/2022,1,"Susah di updateeeeeeee.. Bkan karna pnyimpanan. Mhon pnjelasannya. Udah dwnld 100% tiba"" balik lagi 1% gitu aja trusssss. Kuota gua abis krna jni doang",negatif
2299,sugi arto (sugiek),12/22/2022,1,Apdate mulu.semakin lama semakin jelek aja,negatif
2301,Agus Apryana,12/22/2022,1,"Di update makin ngawur, harus di pencet berkali kali baru ini aplikasi bisa terbuka itupun gax selalu bisa, tolong di fix masalah ini",negatif
2302,Bayu Pras,12/22/2022,1,kenapa setelah buka rekening lewat ini seteleh jadi kok nggak bosa di buka lagi? malah ke menu awal buka rekening lagi?,negatif
2303,Deri Anugra,12/22/2022,4,"Tidak bisa login ke livin, sudah datang ke kantor cabang terdekat masih tidak bisa",negatif
2304,amex hidayat,12/22/2022,1,Di update transfer pakai bi fast malah gak bisa,negatif
2305,Ahie Vendra,12/22/2022,1,"Aplikasi Tidak bsa update,,",negatif
2306,Nanda Gunawan,12/22/2022,3,"Update terus, makin kemana mana hmmmm",negatif
2307,Liesiangjuan Lesmanaheribudihardja,12/22/2022,5,Luaaar biasa ?????????????????????,positif
2308,Hendra Abk,12/22/2022,1,Malah makin tidak canggih,negatif
2309,Junaidi Noval,12/22/2022,5,Semoga lebih baik lagi,positif
2310,Giorani Saputra,12/22/2022,5,Mantaf,positif
2311,Widy Bayu Saputro,12/22/2022,1,Updated kok lemot banget,negatif
2312,Riska Oktriani,12/22/2022,1,Update terrooooossssssssss,negatif
2313,dadang budi,12/22/2022,1,"Minta di update, tapi sdh di up date malah terus aja minta Up date...parah",negatif
2314,Fatihah Mahrin,12/22/2022,3,Kenapa harus selalu update trs yaa? Kan makan bgt memori,negatif
2315,Asef Sae,12/22/2022,5,Bagus saya suka,positif
2316,Angkasa Putra,12/22/2022,5,Memuaskan sob,positif
2318,Widya Ayu,12/22/2022,2,Update mulu tapi lebih bagus fitur sblm update,negatif
2319,Komang Adnyana,12/22/2022,4,Aplikasi in sangat membantu transaksi jadi mudah dan tdk mengecewakan,positif
2320,DERRY,12/22/2022,2,"Masih banyak kekurangan nya Cara transfer yang ribet, terus gak ada fitur untuk ambil bukti transferan apa bila kita lupa setelah transfer gak di download.",negatif
2321,Muhammad Gibran,12/22/2022,3,Tolong dong di kembalikan kayak semula biar mudah masuk nya ke aplikasi nya klo udah bener kayak semula saya kasih 5 bintang dan sukses untuk kedepannya livin mandiri ????,negatif
2322,Puji Natalia,12/22/2022,3,aplikasi kurang memuas kan susan masuk nya .....tolong di perbaharui lagi supaya lebih mudah ....,negatif
2323,midori suki,12/22/2022,2,"Kenapa sih trus d minta update aja,, blm habis 1 bulan uda di minta update lagi ??? Memperlambat",negatif
2324,amir rudin,12/22/2022,1,"Update yg kemaren malah mundur, mau setiap top up harus nulis lagi..d",negatif
2325,abdul rasid,12/22/2022,1,Sungguh kecewa sama mandiri lama2 ky gini udh gk jlas,negatif
2326,mashadi hadi,12/22/2022,5,Praktis gampang cepet jadi tambah efisien waktu,positif
2327,Raka 07,12/22/2022,5,Apk ini bagus dan aman,positif
2329,Yogie The Red,12/22/2022,5,Semoga semakin lancar,positif
2330,Jeane Mandang,12/22/2022,5,Membantu keuangan saya,positif
2333,Dedy Syahputra,12/22/2022,1,Maksa x update nya taikkkkk,negatif
2334,Zidanil Faiz,12/22/2022,1,Mohon jaga mutu bos.bukan tambah lemot.bukan tiap orang pumya tabungan bank orang kaya.kok tiap di suruh ap op ip upgreat apa updeat hasilnya kaya orang diet. Lemes/lemot..,negatif
2335,You Sriyus,12/22/2022,4,"gmn ni Livin,hbs di update,mau transfer malah ga bisa",negatif
2336,Mukhibbin Khibbin,12/22/2022,1,Kebanyakan update Boros kuota,negatif
2337,Wury Diva,12/22/2022,5,Memudahkan nasabah dlm b'transaksi ??ø,positif
2338,Ahnaf Zhuvar Zhain,12/22/2022,1,"saya nasabah baru, disuruh download livin pas buka rek. nyatanya bermasalah terus , tolong d perbaiki ,aneh gabisa login pdhl udh coba berhari hari , kirim komplain juga sarannya cuma internet doang pdhl buat youtube dll jg lancar gada masalah. disuruh hapus cache juga padahal udh hapus data berkali"" smpe cape buat nyoba lg.",negatif
2339,Jellyta Anastazya,12/22/2022,5,Sangat Membantu Untuk Dalam Bertransaksi Terimakasih Livin'By Mandiri,positif
2341,Fajar Diandra (Andra),12/22/2022,5,Saya sangat puas dengan pelayanan living mandir,positif
2342,ARIF GM,12/22/2022,5,Update terus??§,negatif
2343,Winarno Saja,12/22/2022,3,Aku kasih bintang 3 utk saat ini,negatif
2344,yovanka 92,12/22/2022,1,Kok setelah di update malah ga bisa di buka? Pas di buka cuma berkedip 2detik trus langsung nutup sendiri? Gimana ini?,negatif
2346,joe Satriany,12/22/2022,5,top banget senggol dong,positif
2347,Weidhy Saputra,12/22/2022,1,Sistem yg jelek.. harus update2 terus..... menghabiskan memori hp.... menu yg tersedia cuma itu2 aj.. masukan utk pengembang sistem.. jgn srg2 update..,negatif
2349,Alech Thabrani,12/22/2022,1,"Terlalau sering update.., Kenapa tidak buat aplikasi yg betul?ý tanpa hrs update tiap bulan",negatif
2350,Muhammadarifin20,12/22/2022,1,"Saya tidak bisa membuka akun ,eror",negatif
2351,Iwan MT,12/22/2022,1,keseringan di-update jadi overload hp ini,negatif
2352,wira Yudhacakti700,12/22/2022,2,Knp skrng tdk bisa di buka langsung keluar dri aplikasi nya...?,negatif
2353,Sultan Wirahan,12/22/2022,1,Kenapa sy tidak bisa buka mbanking mandiri saya.,negatif
2354,Fitri Dwi Yanti,12/22/2022,2,"Makin sulit dan ruwet diakses ,lebih bagus yg Livin biru",negatif
2355,Abdullah aziz Lasawiyah Arfan,12/22/2022,2,Di update malah lebih parah...bukan tambah bagus...,negatif
2357,Lina Sentia Nurnadia,12/22/2022,4,Aplikasi yg mudahin aku banget sih..,positif
2358,Murni Rachma wati,12/22/2022,1,Livin by mandiri knpa tidk sprti yg dlu kalau skrg bbrp buln suruh update glirn diupdate nggak bisa dbuka,negatif
2359,zhaco venha,12/22/2022,2,"Selalu minta di update,tapi malahan makin jelek,susah di akses...mbanking yg lain gak gini2 amat",negatif
2361,Desi Karunianing,12/22/2022,4,Aplikasi ini sangan membantu saya. Terima kasih Livin Mandiri,positif
2362,Oppo Oppo,12/22/2022,3,Livin sngt mbantu ku ???,positif
2363,Yuny Fha,12/22/2022,3,Capek update trus????????,negatif
2364,ali pnh,12/22/2022,5,Apk ok...,positif
2366,Aultwain,12/22/2022,1,Rating terburuk,negatif
2367,Alfan Sholihuddin,12/22/2022,5,Livin sangat membantu,positif
2368,Moh Rian moh rian,12/22/2022,5,"Kok gitu transaksi ngk berhasil, malah saldo ngk balik dah kepotong pula.. gila luu..",negatif
2369,ANDRI SETIAWAN (Andri chan),12/22/2022,1,"Perasaan sering banget update,nih aplikasi, tiap mau buka update, setelah di update, nanti beberapa minggu kemudian update lagi heran,",negatif
2371,Masriadi Adilero,12/22/2022,5,Segala kebutuhan dimudahkan,positif
2372,Mochammad Soiman,12/22/2022,3,Setelah di update malah gak bisa di buka/digunakan,negatif
2373,Bilvin Vl,12/22/2022,1,Malas banget harus update terus,negatif
2374,Rusdi Firdaus Malik,12/22/2022,5,Aplikasinya sangat membantu disaat butuh top up ke e wallet,positif
2375,eris juli gustina,12/22/2022,5,Transfer uang gagal tapi saldo kepotong. Gimana ini. Mana nominal nya besar lg -_- ccd,negatif
2377,Ahmat Jumrih,12/22/2022,4,alhadulillah sangat membantu buat sy....???,positif
2378,Puspita Dewi,12/22/2022,2,Kenpa tdk bisa di updte ya,negatif
2379,Ryan Khake,12/22/2022,4,"Sedang eror, blm di benarkan",negatif
2382,Zulkifli Batam,12/22/2022,1,Apk aneh tiap Minggu minta update,negatif
2383,wayan artaya artaya,12/22/2022,5,Lancar sejauh ini aman,positif
2384,Endah Cantik,12/22/2022,1,"Kenapa hrs sering kali di update, ngak ada kerjaan lain apa, bikin pusing aja, dulu ngak model begini lancar2 aja, skrng bikin susah, saat penting digunakan diminta update, setahun bisa berapa x update hasil biasa aja tu....",negatif
2385,Zull94 Zullkarnain 1994,12/22/2022,5,"Aplikasi ya mantap Pas saya mau masuk ke akun kok gk bisa "" knpa ya Mukin gangguan atau gimana",negatif
2386,hamka jamil,12/22/2022,5,sangat membantuu..... rekomen yg blum download gaskn,positif
2388,Galih Pramilu,12/22/2022,5,better than before,positif
2390,Nana Sunarti,12/22/2022,5,"Bagus,syuúa..",positif
2391,Muhamad Turmuji,12/22/2022,5,Saran saya Semoga kedepannya ada investasi emas di livin by mandiri biar kumplit Aplikasi mobile banking serbaguna adalah livin by mandiri??? Untuk biaya admin bulanan satuin aja kak. Potong di tanggal yang sama,negatif
2392,Rianpratama Rian,12/22/2022,2,Bolak balik asik mint di upgrade tapi ada aja masalah nya,negatif
2394,aco mulky,12/22/2022,1,Pake pulsa lo kalau upadete padahal baru aja upadete ko disuruh lagi kaya mau meras nasabah aja,negatif
2395,Farijan Agus Ramadan,12/22/2022,1,Update mulu ampir udah brpa kali ini. Ujung ujungnya nya susah login setelah vermuk ampass skrng livinn,negatif
2396,Lances Channel,12/22/2022,5,"Sudah pakai gratis ngeluhnya minta ampun. Sudah nikmati fitur"" dan pelayanannya masih ngeluh. Ketahuan dalam hidup tidak pernah ada rasa bersyukur",positif
2397,Sam Kamal Clcp.,12/22/2022,4,"Saya suka aplikasinya livin, tapi tolong jangan selalu dan selalu ada pembahruan dan upadte terus tiap bulan, kalau memang di buat canggih secara otomatis aja kalau bisa jadi tidak harus klik update",negatif
2398,papa una,12/22/2022,1,Update trooossss,negatif
2399,Taufiq imansyah,12/22/2022,2,Kenapa aplikasi ini sebentar?ý harus di update ya? Tiap bulan pasti selalu minta diupdate.yg tadinya mau cepet?ý jadi lama,negatif
2400,Phipit Yamin,12/22/2022,1,Banyak komentar yg sedap aku aku kasih 1 bintang dl nanti klw bagus baru aku kasih 5 bintang ????????????,negatif
2401,Sity Craft73,12/22/2022,5,Bagus terimakasih,positif
2402,Dewi Kwon,12/22/2022,2,"Maunya diupdate, pas diupdate ga bisa instal.. gimana sih?",negatif
2403,Aldan Ahmad,12/22/2022,1,Di update malah error dibenahi donk parah,negatif
2404,Adlera AB,12/22/2022,1,"Desember ini udah 2x Uninstall,maunya apa ya....",negatif
2405,Dwi Nur Femi,12/22/2022,5,"Diminta untuk update,tpi di update kok sulit , padahal versi lama sdh terhapus",negatif
2406,Nudin Mtop,12/22/2022,5,Sangat mudah dalam pelayanan,positif
2407,iim imroatulakmal,12/22/2022,1,"Pemberitahuan update terusssssss, tapi tidak ada yg berubah",negatif
2408,Yurega Ilfandii,12/22/2022,2,Gimana si livin ini ngak bisa di update,negatif
2410,DUR KALIM,12/22/2022,5,Pake aplikasi livin by mandiri membuat transaksi jadi mudah.,positif
2411,Reza Rinaldi,12/22/2022,5,Kemudahan dalam dalam semua jenis transaksi. Mohon mff bagi yg sudah update kalo ngleg?ý mungkin spek hp ny kurang memadai ????????,positif
2413,Elon Kawa,12/22/2022,5,"Mudah penggunaannya dan sangat membantu dalam pengecekan saldo, pembelian token, pulsa, angsuran kredit, transfer antar sesama bank maupun bank lainnya.???",positif
2415,Wahyudi Yudi,12/22/2022,5,Aplikasi ini membuat saya bertransaksi dengan lebih mudah,positif
2416,joko mardianto,12/22/2022,1,Belom trima kartu tidak di kirkm,negatif
2417,abdul hadi mustofa,12/22/2022,4,Terus2n upgrade tp gada bedanya,negatif
2418,Laila Nur,12/22/2022,3,Ko mau di upgrade malah ga bs di download ya .,negatif
2421,artenera 19,12/22/2022,1,Sbnarnya sering Update Bagus seeh. Masalahnya diUpdate jg gak ada tambahan yg qualified utk aplikasinya.,negatif
2424,Kadek Wiriani,12/22/2022,1,"Kebanyakan update, nyuruh update terus. ram hp saya penuh plis lah",negatif
2431,Herkus 123,12/22/2022,1,"Tolonglah,,, sebelum di update aplikasinya sangat membantu lancar2 aja, sekali dah di update malah trasfer gagal dan gagal...",negatif
2432,Henda Liana,12/22/2022,4,Livin jadi keseringan di update terus yaa,negatif
2433,Alfian Ningrum,12/22/2022,3,Setiap bulan harus update males,negatif
2434,Enda Moratama Damanik,12/22/2022,5,Bermanfaat dan mudah di gunakan,positif
2435,Aprilia Malik,12/22/2022,2,"Banyak update nya..., Gk semua hp punya memory bnyak .",negatif
2436,Fatimah Yosavat,12/22/2022,5,Simpel.. mempermudah transaksi,positif
2438,Rhima Watie,12/22/2022,3,"Apa sih bentar"" minta di instal bikin cepat habis kuota aja.. blum juga sebulan di instal keknya 2 minggu sekali deh di instal mulu.",negatif
2439,Asep hermawan,12/22/2022,5,Stelah di upgrade ko livin jadi gk bisa di buka .. knpa ya min,negatif
2440,Edo Dompas,12/22/2022,5,Membantu sekali dalam hal keuangan,positif
2441,Jumadi Badong,12/22/2022,1,Update lagi update lagi terussss .,negatif
2442,Artha Ulina Tampubolon (Mawar),12/22/2022,1,Update mulu perasaan. Ribet,negatif
2443,Tri Mulyono,12/22/2022,1,Habis di update malah tid ak bisa di buka semua,negatif
2444,ed's,12/22/2022,1,"Umumnya, apl apapun klo update cukup skali klik. Ini koq mau update ribet banget, hrs ber-ulang?ý. Konyol deh kalian...!",negatif
2445,Titin Indriyani,12/22/2022,1,Update melulu. Bank lain nggak gitu aplikasinya,negatif
2446,Joshua Simanjuntak,12/22/2022,1,Jelek banget mandiri yang baru ini.Gak ada angin hujan. akun keluar sendiri..mesti isi2 data lagi..,negatif
2447,jaka lelana,12/22/2022,1,Ngupdatenya lama banget prosesnya.. pdhl udah beres ngupdate tinggal nginstall..,negatif
2448,Nurhaena Ena,12/22/2022,3,Sebnrnya sngat membantu shi tpi yg bikin ksal tiap bulan harus di minta abdet trus shi kan jdi mals yha.,negatif
2449,Ciwang gg,12/22/2022,4,mudah dalam penggunaannya,positif
2450,wahyu ningsih,12/22/2022,3,Aplikasinya sangat membantu tapi dikit2 minta upgrade. Bikin males ih. Padahal bank lain ngga kek gitu,negatif
2452,Wanto Iskandar,12/22/2022,3,Cukup mbbntuu,positif
2453,tutik wahyuni,12/22/2022,1,Bertransaksi lebih cepat,positif
2455,ali aja,12/22/2022,4,Sangat baik dan bermanfaat,positif
2457,Muhlis Nurizwan,12/22/2022,5,Aplikasi ribet ufdate melulu TDK bermutu sekelas Bnk mandiri aplikasinya ribet sangattttttttttttttttt,negatif
2458,FAHRUL ROZI,12/22/2022,1,Masak baru di update 11 desember sekarang mintak update lagi blm dapat setengah bulan,negatif
2459,Hendra Permana,12/22/2022,3,Semacam kaya di paksa buat update al hasil kudu beli kuota hadehhhh,negatif
2460,Miki Minards,12/22/2022,1,Parah Malah gak bisa di buka,negatif
2461,waliyah helmi,12/22/2022,5,Sangat membantu dalam urusan transfer,positif
2462,AW,12/22/2022,1,nyaman pake versi yang lama...yang ini ribet dan jelek.,negatif
2463,Sahata Hata,12/22/2022,1,Ini apk ko tiap bulan minta di unistal..klo ga karna gaji dari pt ini ga bakal saya pake ini bank mandiri apk aja minta di upded mulu tiap bulan.,negatif
2465,Viki Febriansyah,12/22/2022,1,Tiap bulan pembaharuan mulu. Udah tau ram sempit. Heran dah,negatif
2466,Risna Junianti,12/22/2022,3,Minta update trs ...aplikasi malah tambah susah digunakan,negatif
2467,mx xxx,12/22/2022,1,Update biar apa?lemot iya,negatif
2468,sri lubis,12/22/2022,5,Pokoknya sy suka bank konvensional ini...titik,positif
2469,Muhamad Ramdhan,12/22/2022,4,Update trus wkwk,negatif
2470,Nadila Riza,12/22/2022,2,Tiap bukak aplksi kok sruh update trs sihh pdhl udah diupdate.. ????????,negatif
2471,Siti Nurazizah,12/22/2022,2,Plis ini kenapa sih minta upadet tiap bulan heran deh livin tolong dong bisa ga ga harus update terus ini bikin kesel aja,negatif
2472,Sugeng Susanto,12/22/2022,1,"Setelah diupdate, dipakai transaksi transfer online malah bermasalah dan lelet",negatif
2473,Zalfa Aurin,12/22/2022,1,"Klo sya sudah sprti ini aja,biar gk tmbh ribt",negatif
2476,niat harefa,12/22/2022,1,"SEMAKIN LAMA SEMAKIN MENGURAS PAKET BENTAR BENTAR UPDATE,, BERALIH KE BRIMO AZA GK RIBET PEMOTONGAN JUGA KECIL",negatif
2477,Heri Kristianto,12/22/2022,5,Lebih mudah dan cepat untuk bertransaksi,positif
2479,Syahrun Rahim,12/22/2022,5,I like,positif
2481,Daan Ciss,12/22/2022,5,Ok siiip,positif
2482,Aji Dana,12/22/2022,2,"Mobile banking yg payah, sering error, tidak bisa masuk untuk login. Perbaikin donk, mobile banking bank lain tidak pernah terjadi error terlalu sering seperti ini",negatif
2483,Cahyo Paintas,12/22/2022,3,"Bukan tambah bagus , JUSTRU LEBIH KACAUUUU...! AKU PERNAH THN LALU SY UPDET INSTAL KMBALI MALAH TERJADI PEMBLOKIRAN .APA TUJUAN ini.. ngacau",negatif
2484,Sri Solehah,12/22/2022,5,I like it,positif
2486,Dhea Sinaga,12/22/2022,2,"Minta diupdate terus, tapi fiturnya gak ada yg berubah atau bertambah",negatif
2487,Fitriadi Aja,12/22/2022,1,Setiap mw d buka minta update teross..??????¯??????????¯??????????¯????,negatif
2489,naya ajach,12/22/2022,5,"Waktu baru pertama kali buka rek mandiri, dan direkomendasikan pakai aplkasi ini. Ternyata worth it lhaa.... Ini baru update ke versi yg baru. Jd blm tau si..mudah2n ttep nyaman digunakan",positif
2490,Nur Run,12/22/2022,5,Cukup membantu aktifitas keuangan,positif
2491,Riana Chafifah,12/22/2022,1,"Terlalu sering untuk update perangkat, pdhl tidak ada yg berubah di menunya",negatif
2492,Marwan Syah,12/22/2022,1,Habis'di download mala lemot,negatif
2493,Andy Jufri,12/22/2022,5,Smoga makin jaya selamanya,positif
2497,nedra novita,12/22/2022,2,Aplikasinya terlalu sering update kadang2 lagi riweh bngat apalagi pas jaringan macet bikin emosi,negatif
2500,Listya,12/22/2022,2,Terooooossssss aja update ????????????????????,negatif
2502,Yudhy Sulistio paura,12/22/2022,5,Fitur yang semakin luar biasa,positif
2503,Agnesius Wahyu,12/22/2022,1,"Baru di perbarui dah minta di perbarui pagi, Terlalu banyak pembaruan padahal itu-itu aja future nya..",negatif
2504,Marwan Menteng,12/22/2022,1,Terlalu sering minta update. Kesel,negatif
2505,Aswar Aswarujjnn,12/22/2022,1,"Berulang kali diupdate, ga ada juga perubahan,kadang juga lelet.sebenarnya ga bermanfaat si karna memperlambat proses transaksi,harusnya aku dah bertransaksi beberapa kali malah d bikin lambat dengan update seperti ini.",negatif
2506,Eva Septiani,12/22/2022,1,Capek bngt ya harus update terus..,negatif
2507,Asih Styawan,12/22/2022,2,Knp sering banget sich harus d update terus... Kan susah update nya ???? g bisa2,negatif
2508,Imam Gasmi,12/22/2022,1,Kurang lengkap aplikasi nya.,negatif
2509,Dwiisti Novyani,12/22/2022,4,"Ulasan banyak yg mengecewakan, saya kasih bintang 4 dulu karena sedikit sedikit update aplikasi terus",negatif
2510,Nasruddin Anas,12/22/2022,1,"Sangat sulit untuk verifikasi wajah, kalo ingin beralih kedigital perbaiki kemudahan untuk pelanggan. Aplikasi ini sangat tidak bersahabat untuk nasabah. Lebih baik beralih ke bank sebelah yang memberi kemudahan ke nasabahnya.",negatif
2512,Nurfal Jaya,12/22/2022,1,"Baru kemaren dowload,2 minggu mau login palah surus instal ulang kembali,,, bikin lama aja",negatif
2513,Jefril Telaumbanua,12/22/2022,3,Ini kok update mulu ya?,negatif
2514,Sweety sulfec,12/22/2022,5,"Tolong jangan terlalu banyak aplk tmbahan , biar tdk sedikt2 update ,full memory????",negatif
2515,Dety Susanti,12/22/2022,5,Sejauh ini lancar transaksi hanya selalu harus update saya hp penuh jd kalo lagi kepepet tf gabisa deh,negatif
2516,Mangkubumi Motor,12/22/2022,5,Cepat besar lg muantaf,positif
2517,yen netral,12/22/2022,2,"Kenapa Livin ini tamba jelek di pake nya""g bisa di pake untk transfer",negatif
2520,Cak Matt,12/22/2022,5,Semakin kedepan & semakin membantu kebutuhan para pengguna,positif
2521,Zulpan Aji,12/22/2022,1,Kyak setiap hari update nya,negatif
2523,Darmansyah Reza,12/22/2022,1,"Parah juga ini apk,, tiap minggu minta aupgrade,,kirain kaga peke data sama memory,, ????????????????????????",negatif
2524,Mawi 1515,12/22/2022,5,"Livin mandiri,, YESS ???",positif
2525,061_Mudita Karunia _Teknik Sipil,12/22/2022,1,Sekarang malah tidak bisa untuk transfer mohon perbaikannya untuk mengatasi hal tersebut,negatif
2526,rony sitinjak,12/22/2022,1,Susah setelah di update,negatif
2527,Siti Maemunah,12/22/2022,2,Appnya banyak membantu tapi keseringan apdet.kayaknya baru kmrn apdet udh minta apdet lagi,negatif
2528,Jeny Febriani,12/22/2022,1,malah jdi susah susah di pkai jdi lalod,negatif
2529,kusdrajat uchiha,12/22/2022,5,Terus berkembang,positif
2530,Uda Frank,12/22/2022,1,"Ini kenapa setelah update, topup link kena biaya admin? Hadew sungguh mengecewakan",negatif
2531,nasrulloh sofyan,12/22/2022,1,Bosan tiap bulan update terus,negatif
2532,Nicko Faturochaman08,12/22/2022,1,Udh di update susah di buka kakak,negatif
2533,Aryo Saepulloh,12/22/2022,3,Banyak di updet,negatif
2534,rico jun,12/22/2022,2,diupdate malah jd lemot,negatif
2535,Saefrudin Udin,12/22/2022,3,Maaf mau tanya pada pihak mandiri knpa setlh pembaharuan aplikasi mlh jd sring eror log out sndri dan sgat lemot klw mau masuk apk.mohon di perbaiki makasih,negatif
2537,Mang Abi,12/22/2022,5,Tingkatkan lagi keamanan terkait data pribadi nasabah.,negatif
2538,Rois Esha,12/22/2022,5,Memudahkan dalam bertransaksi,positif
2539,Abellia Apra Desta -,12/22/2022,1,please livin jangan update terus aplikasi nya.,negatif
2540,Rose Indah,12/22/2022,1,Aplikasinya keseringan minta di update,negatif
2541,Oka Restaparah,12/22/2022,5,Baik sekali,positif
2542,Oval Wahyu,12/22/2022,5,Jd gampang pke livin by mandiri,positif
2543,Abey Mukti,12/22/2022,1,"Ini saya diminta update, tapi ngga bisa2 diupdate. Padahal saya butuh transaksi sejak kemarin sore. Sependapat dengan komplain2 yg ada di review. Apps Livin kuning ini harus diperbaiki lagi",negatif
2544,zafitri damayanti,12/22/2022,1,sangat susah untuk login apk sllu kluar otomatis,negatif
2545,Rudi Sartono,12/22/2022,5,Sangat membantu. ?????????,positif
2546,Fad Lee,12/22/2022,5,Makin lancar,positif
2549,Jurnalis Metro Group,12/22/2022,1,Aplikasi membingungka ya.. kalah Ama tetangga tu,negatif
