userName,at,score,Sentimen,content
Yudhy Sulistio paura,12/22/2022 9:26,5,positif,Fitur yang semakin luar biasa
Listya,12/22/2022 9:27,2,negatif,Terooooossssss aja update ????????????????????
Zia Rahman,12/22/2022 9:27,5,positif,Ok
Iswahyu Duri,12/22/2022 9:27,3,positif,Mantap ???ç
nedra novita,12/22/2022 9:27,2,negatif,Aplikasinya terlalu sering update kadang2 lagi riweh bngat apalagi pas jaringan macet bikin emosi
Suadah Suadah,12/22/2022 9:27,5,positif,Bagus
Butong,12/22/2022 9:27,5,positif,Ok
DADANG DOANG,12/22/2022 9:27,5,positif,TERBAIK
Andy Jufri,12/22/2022 9:27,5,positif,Smoga makin jaya selamanya
Marwan Syah,12/22/2022 9:28,1,negatif,Habis'di download mala lemot
Riana Chafifah,12/22/2022 9:28,1,negatif,"Terlalu sering untuk update perangkat, pdhl tidak ada yg berubah di menunya"
Nur Run,12/22/2022 9:29,5,positif,Cukup membantu aktifitas keuangan
naya ajach,12/22/2022 9:30,5,positif,"Waktu baru pertama kali buka rek mandiri, dan direkomendasikan pakai aplkasi ini. Ternyata worth it lhaa.... Ini baru update ke versi yg baru. Jd blm tau si..mudah2n ttep nyaman digunakan"
Muhammad Alpian,12/22/2022 9:30,4,positif,Good
Fitriadi Aja,12/22/2022 9:31,1,negatif,Setiap mw d buka minta update teross..??????è?ü?çü????è??????è?ü?çü????è??????è?ü?çü????è
Dhea Sinaga,12/22/2022 9:32,2,negatif,"Minta diupdate terus, tapi fiturnya gak ada yg berubah atau bertambah"
loy prayogi,12/22/2022 9:34,5,positif,Sangat membantu
Sri Solehah,12/22/2022 9:36,5,positif,I like it
Cahyo Paintas,12/22/2022 9:36,3,negatif,"Bukan tambah bagus , JUSTRU LEBIH KACAUUUU...! AKU PERNAH THN LALU SY UPDET INSTAL KMBALI MALAH TERJADI PEMBLOKIRAN .APA TUJUAN ini.. ngacau"
Aji Dana,12/22/2022 9:39,2,negatif,"Mobile banking yg payah, sering error, tidak bisa masuk untuk login. Perbaikin donk, mobile banking bank lain tidak pernah terjadi error terlalu sering seperti ini"
Daan Ciss,12/22/2022 9:39,5,positif,Ok siiip
Syahrun Rahim,12/22/2022 9:41,5,positif,I like
Heri Kristianto,12/22/2022 9:41,5,positif,Lebih mudah dan cepat untuk bertransaksi
devika ramayanti,12/22/2022 9:41,5,positif,Bagus
niat harefa,12/22/2022 9:42,1,negatif,"SEMAKIN LAMA SEMAKIN MENGURAS PAKET BENTAR BENTAR UPDATE,, BERALIH KE BRIMO AZA GK RIBET PEMOTONGAN JUGA KECIL"
Agus Rachmat,12/22/2022 9:43,5,positif,Ok
Zalfa Aurin,12/22/2022 9:45,1,negatif,"Klo sya sudah sprti ini aja,biar gk tmbh ribt"
bobby simatupang,12/22/2022 9:45,5,positif,Ok
Sugeng Susanto,12/22/2022 9:45,1,negatif,"Setelah diupdate, dipakai transaksi transfer online malah bermasalah dan lelet"
Siti Nurazizah,12/22/2022 9:46,2,negatif,Plis ini kenapa sih minta upadet tiap bulan heran deh livin tolong dong bisa ga ga harus update terus ini bikin kesel aja
Nadila Riza,12/22/2022 9:47,2,negatif,Tiap bukak aplksi kok sruh update trs sihh pdhl udah diupdate.. ????????
Muhamad Ramdhan,12/22/2022 9:47,4,negatif,Update trus wkwk
sri lubis,12/22/2022 9:50,5,positif,Pokoknya sy suka bank konvensional ini...titik
mx xxx,12/22/2022 9:52,1,negatif,Update biar apa?lemot iya
Risna Junianti,12/22/2022 9:53,3,negatif,Minta update trs ...aplikasi malah tambah susah digunakan
Viki Febriansyah,12/22/2022 9:54,1,negatif,Tiap bulan pembaharuan mulu. Udah tau ram sempit. Heran dah
Sahata Hata,12/22/2022 9:54,1,negatif,Ini apk ko tiap bulan minta di unistal..klo ga karna gaji dari pt ini ga bakal saya pake ini bank mandiri apk aja minta di upded mulu tiap bulan.
waliyah helmi,12/22/2022 9:54,5,positif,Sangat membantu dalam urusan transfer
Miki Minards,12/22/2022 9:56,1,negatif,Parah Malah gak bisa di buka
FAHRUL ROZI,12/22/2022 9:56,1,negatif,Masak baru di update 11 desember sekarang mintak update lagi blm dapat setengah bulan
Muhlis Nurizwan,12/22/2022 9:57,5,negatif,Aplikasi ribet ufdate melulu TDK bermutu sekelas Bnk mandiri aplikasinya ribet sangattttttttttttttttt
Ahmad Fauzi,12/22/2022 9:59,5,positif,"Sangat membantu dalam aktifitas keuangan, terima kasih"
ali aja,12/22/2022 10:00,4,positif,Sangat baik dan bermanfaat
Dadang Dadang,12/22/2022 10:00,3,positif,mantaf
tutik wahyuni,12/22/2022 10:00,1,positif,Bertransaksi lebih cepat
Wanto Iskandar,12/22/2022 10:05,3,positif,Cukup mbbntuu
NORMAN new channel,12/22/2022 10:07,4,positif,Nice
Ciwang gg,12/22/2022 10:08,4,positif,mudah dalam penggunaannya
jaka lelana,12/22/2022 10:09,1,negatif,Ngupdatenya lama banget prosesnya.. pdhl udah beres ngupdate tinggal nginstall..
Joshua Simanjuntak,12/22/2022 10:10,1,negatif,Jelek banget mandiri yang baru ini.Gak ada angin hujan. akun keluar sendiri..mesti isi2 data lagi..
Titin Indriyani,12/22/2022 10:11,1,negatif,Update melulu. Bank lain nggak gitu aplikasinya
ed's,12/22/2022 10:11,1,negatif,"Umumnya, apl apapun klo update cukup skali klik. Ini koq mau update ribet banget, hrs ber-ulang??. Konyol deh kalian...!"
Tri Mulyono,12/22/2022 10:11,1,negatif,Habis di update malah tid ak bisa di buka semua
Artha Ulina Tampubolon (Mawar),12/22/2022 10:11,1,negatif,Update mulu perasaan. Ribet
Jumadi Badong,12/22/2022 10:12,1,negatif,Update lagi update lagi terussss .
Edo Dompas,12/22/2022 10:14,5,positif,Membantu sekali dalam hal keuangan
Asep hermawan,12/22/2022 10:15,5,negatif,Stelah di upgrade ko livin jadi gk bisa di buka .. knpa ya min
Rhima Watie,12/22/2022 10:16,3,negatif,"Apa sih bentar"" minta di instal bikin cepat habis kuota aja.. blum juga sebulan di instal keknya 2 minggu sekali deh di instal mulu."
Abumajid Lasomar,12/22/2022 10:17,5,positif,Sangat membantu
Fatimah Yosavat,12/22/2022 10:19,5,positif,Simpel.. mempermudah transaksi
Aprilia Malik,12/22/2022 10:19,2,negatif,"Banyak update nya..., Gk semua hp punya memory bnyak ."
Enda Moratama Damanik,12/22/2022 10:22,5,positif,Bermanfaat dan mudah di gunakan
Alfian Ningrum,12/22/2022 10:23,3,negatif,Setiap bulan harus update males
Henda Liana,12/22/2022 10:23,4,negatif,Livin jadi keseringan di update terus yaa
Herkus 123,12/22/2022 10:26,1,negatif,"Tolonglah,,, sebelum di update aplikasinya sangat membantu lancar2 aja, sekali dah di update malah trasfer gagal dan gagal..."
Billy Heldi,12/22/2022 10:27,5,positif,Ok bagus
agus ahmad syauqi,12/22/2022 10:28,5,positif,Bgus
ritam saleh,12/22/2022 10:29,5,positif,Bagus banget
wann official,12/22/2022 10:31,5,positif,Sangat puas
Kadek Wiriani,12/22/2022 10:31,1,negatif,"Kebanyakan update, nyuruh update terus. ram hp saya penuh plis lah"
Berkah Jaya,12/22/2022 10:34,5,positif,Sangat puas
artenera 19,12/22/2022 10:35,1,negatif,Sbnarnya sering Update Bagus seeh. Masalahnya diUpdate jg gak ada tambahan yg qualified utk aplikasinya.
Har roni,12/22/2022 10:36,5,positif,Ok
Hendra Suhendra,12/22/2022 10:37,5,positif,Mantap
Laila Nur,12/22/2022 10:37,3,negatif,Ko mau di upgrade malah ga bs di download ya .
abdul hadi mustofa,12/22/2022 10:37,4,negatif,Terus2n upgrade tp gada bedanya
joko mardianto,12/22/2022 10:38,1,negatif,Belom trima kartu tidak di kirkm
Wahyudi Yudi,12/22/2022 10:41,5,positif,Aplikasi ini membuat saya bertransaksi dengan lebih mudah
Achmad Homsi,12/22/2022 10:42,5,positif,Mantap
Elon Kawa,12/22/2022 10:42,5,positif,"Mudah penggunaannya dan sangat membantu dalam pengecekan saldo, pembelian token, pulsa, angsuran kredit, transfer antar sesama bank maupun bank lainnya.???è"
Agus Hamid,12/22/2022 10:45,5,positif,Mantap
Reza Rinaldi,12/22/2022 10:46,5,positif,Kemudahan dalam dalam semua jenis transaksi. Mohon mff bagi yg sudah update kalo ngleg?? mungkin spek hp ny kurang memadai ????????
DUR KALIM,12/22/2022 10:46,5,positif,Pake aplikasi livin by mandiri membuat transaksi jadi mudah.
indrawati siti,12/22/2022 10:46,4,positif,Oke
Yurega Ilfandii,12/22/2022 10:47,2,negatif,Gimana si livin ini ngak bisa di update
iim imroatulakmal,12/22/2022 10:47,1,negatif,"Pemberitahuan update terusssssss, tapi tidak ada yg berubah"
Nudin Mtop,12/22/2022 10:50,5,positif,Sangat mudah dalam pelayanan
Dwi Nur Femi,12/22/2022 10:51,5,negatif,"Diminta untuk update,tpi di update kok sulit , padahal versi lama sdh terhapus"
Adlera AB,12/22/2022 10:52,1,negatif,"Desember ini udah 2x Uninstall,maunya apa ya...."
Aldan Ahmad,12/22/2022 10:52,1,negatif,Di update malah error dibenahi donk parah
Dewi Kwon,12/22/2022 10:54,2,negatif,"Maunya diupdate, pas diupdate ga bisa instal.. gimana sih?"
Sity Craft73,12/22/2022 10:54,5,positif,Bagus terimakasih
Phipit Yamin,12/22/2022 10:57,1,negatif,Banyak komentar yg sedap aku aku kasih 1 bintang dl nanti klw bagus baru aku kasih 5 bintang ????????????
Taufiq imansyah,12/22/2022 11:00,2,negatif,Kenapa aplikasi ini sebentar?? harus di update ya? Tiap bulan pasti selalu minta diupdate.yg tadinya mau cepet?? jadi lama
papa una,12/22/2022 11:00,1,negatif,Update trooossss
Lances Channel,12/22/2022 11:01,5,positif,"Sudah pakai gratis ngeluhnya minta ampun. Sudah nikmati fitur"" dan pelayanannya masih ngeluh. Ketahuan dalam hidup tidak pernah ada rasa bersyukur"
Farijan Agus Ramadan,12/22/2022 11:03,1,negatif,Update mulu ampir udah brpa kali ini. Ujung ujungnya nya susah login setelah vermuk ampass skrng livinn
aco mulky,12/22/2022 11:03,1,negatif,Pake pulsa lo kalau upadete padahal baru aja upadete ko disuruh lagi kaya mau meras nasabah aja
Rianpratama Rian,12/22/2022 11:05,2,negatif,Bolak balik asik mint di upgrade tapi ada aja masalah nya
Muhamad Turmuji,12/22/2022 11:05,5,negatif,Saran saya Semoga kedepannya ada investasi emas di livin by mandiri biar kumplit Aplikasi mobile banking serbaguna adalah livin by mandiri???ç Untuk biaya admin bulanan satuin aja kak. Potong di tanggal yang sama
Nana Sunarti,12/22/2022 11:07,5,positif,"Bagus,syu?£a.."
Galih Pramilu,12/22/2022 11:08,5,positif,better than before
M. syakur,12/22/2022 11:09,5,positif,ok
hamka jamil,12/22/2022 11:10,5,positif,sangat membantuu..... rekomen yg blum download gaskn
Endah Cantik,12/22/2022 11:10,1,negatif,"Kenapa hrs sering kali di update, ngak ada kerjaan lain apa, bikin pusing aja, dulu ngak model begini lancar2 aja, skrng bikin susah, saat penting digunakan diminta update, setahun bisa berapa x update hasil biasa aja tu...."
wayan artaya artaya,12/22/2022 11:11,5,positif,Lancar sejauh ini aman
Zulkifli Batam,12/22/2022 11:11,1,negatif,Apk aneh tiap Minggu minta update
Muhsin Mangka,12/22/2022 11:12,4,negatif,Terlalu sering update
Ryan Khake,12/22/2022 11:12,4,negatif,"Sedang eror, blm di benarkan"
Puspita Dewi,12/22/2022 11:12,2,negatif,Kenpa tdk bisa di updte ya
Ahmat Jumrih,12/22/2022 11:12,4,positif,alhadulillah sangat membantu buat sy....???ç
eris juli gustina,12/22/2022 11:13,5,negatif,Transfer uang gagal tapi saldo kepotong. Gimana ini. Mana nominal nya besar lg -_- ccd
Rusdi Firdaus Malik,12/22/2022 11:14,5,positif,Aplikasinya sangat membantu disaat butuh top up ke e wallet
Bilvin Vl,12/22/2022 11:14,1,negatif,Malas banget harus update terus
Mochammad Soiman,12/22/2022 11:20,3,negatif,Setelah di update malah gak bisa di buka/digunakan
Masriadi Adilero,12/22/2022 11:21,5,positif,Segala kebutuhan dimudahkan
Haerul Anwar,12/22/2022 11:22,5,positif,Sangat membantu
ANDRI SETIAWAN (Andri chan),12/22/2022 11:22,1,negatif,"Perasaan sering banget update,nih aplikasi, tiap mau buka update, setelah di update, nanti beberapa minggu kemudian update lagi heran,"
Moh Rian moh rian,12/22/2022 11:23,5,negatif,"Kok gitu transaksi ngk berhasil, malah saldo ngk balik dah kepotong pula.. gila luu.."
Alfan Sholihuddin,12/22/2022 11:26,5,positif,Livin sangat membantu
Aultwain,12/22/2022 11:26,1,negatif,Rating terburuk
Rudy herlend spectakuler (ü?????????? ?????§??????ü?¶ü??),12/22/2022 11:27,5,positif,Mantap
ali pnh,12/22/2022 11:28,5,positif,Apk ok...
Yuny Fha,12/22/2022 11:28,3,negatif,Capek update trus????????
Oppo Oppo,12/22/2022 11:28,3,positif,Livin sngt mbantu ku ???è
Desi Karunianing,12/22/2022 11:28,4,positif,Aplikasi ini sangan membantu saya. Terima kasih Livin Mandiri
ALFARIZ HUSEIN,12/22/2022 11:29,5,positif,Sangat bermanfaat
zhaco venha,12/22/2022 11:29,2,negatif,"Selalu minta di update,tapi malahan makin jelek,susah di akses...mbanking yg lain gak gini2 amat"
Murni Rachma wati,12/22/2022 11:29,1,negatif,Livin by mandiri knpa tidk sprti yg dlu kalau skrg bbrp buln suruh update glirn diupdate nggak bisa dbuka
Lina Sentia Nurnadia,12/22/2022 11:30,4,positif,Aplikasi yg mudahin aku banget sih..
Satria Awan,12/22/2022 11:31,5,positif,good
Abdullah aziz Lasawiyah Arfan,12/22/2022 11:32,2,negatif,Di update malah lebih parah...bukan tambah bagus...
Fitri Dwi Yanti,12/22/2022 11:33,2,negatif,"Makin sulit dan ruwet diakses ,lebih bagus yg Livin biru"
Sultan Wirahan,12/22/2022 11:36,1,negatif,Kenapa sy tidak bisa buka mbanking mandiri saya.
wira Yudhacakti700,12/22/2022 11:36,2,negatif,Knp skrng tdk bisa di buka langsung keluar dri aplikasi nya...?
Iwan MT,12/22/2022 11:37,1,negatif,keseringan di-update jadi overload hp ini
Muhammadarifin20,12/22/2022 11:38,1,negatif,"Saya tidak bisa membuka akun ,eror"
Alech Thabrani,12/22/2022 11:38,1,negatif,"Terlalau sering update.., Kenapa tidak buat aplikasi yg betul?? tanpa hrs update tiap bulan"
Julkifli Dompu,12/22/2022 11:40,5,positif,Bagus
Weidhy Saputra,12/22/2022 11:40,1,negatif,Sistem yg jelek.. harus update2 terus..... menghabiskan memori hp.... menu yg tersedia cuma itu2 aj.. masukan utk pengembang sistem.. jgn srg2 update..
joe Satriany,12/22/2022 11:41,5,positif,top banget senggol dong
Patrick Tanuwijaya,12/22/2022 11:41,1,negatif,Kebanyakan update
yovanka 92,12/22/2022 11:42,1,negatif,Kok setelah di update malah ga bisa di buka? Pas di buka cuma berkedip 2detik trus langsung nutup sendiri? Gimana ini?
Winarno Saja,12/22/2022 11:42,3,negatif,Aku kasih bintang 3 utk saat ini
ARIF GM,12/22/2022 11:43,5,negatif,Update terus??ù?
Fajar Diandra (Andra),12/22/2022 11:43,5,positif,Saya sangat puas dengan pelayanan living mandir
Sari Maxcom,12/22/2022 11:44,5,positif,Sangat bagus
Jellyta Anastazya,12/22/2022 11:45,5,positif,Sangat Membantu Untuk Dalam Bertransaksi Terimakasih Livin'By Mandiri
Ahnaf Zhuvar Zhain,12/22/2022 11:45,1,negatif,"saya nasabah baru, disuruh download livin pas buka rek. nyatanya bermasalah terus , tolong d perbaiki ,aneh gabisa login pdhl udh coba berhari hari , kirim komplain juga sarannya cuma internet doang pdhl buat youtube dll jg lancar gada masalah. disuruh hapus cache juga padahal udh hapus data berkali"" smpe cape buat nyoba lg."
Wury Diva,12/22/2022 11:47,5,positif,Memudahkan nasabah dlm b'transaksi ??ù?
Mukhibbin Khibbin,12/22/2022 11:48,1,negatif,Kebanyakan update Boros kuota
You Sriyus,12/22/2022 11:48,4,negatif,"gmn ni Livin,hbs di update,mau transfer malah ga bisa"
Zidanil Faiz,12/22/2022 11:48,1,negatif,Mohon jaga mutu bos.bukan tambah lemot.bukan tiap orang pumya tabungan bank orang kaya.kok tiap di suruh ap op ip upgreat apa updeat hasilnya kaya orang diet. Lemes/lemot..
Dedy Syahputra,12/22/2022 11:49,1,negatif,Maksa x update nya taikkkkk
Supri Yanti,12/22/2022 11:51,5,positif,Oke
Dede Ocim,12/22/2022 11:51,5,positif,Bagus sekali
Jeane Mandang,12/22/2022 11:51,5,positif,Membantu keuangan saya
Yogie The Red,12/22/2022 11:53,5,positif,Semoga semakin lancar
Lia Tacky,12/22/2022 11:53,1,negatif,"Ga bisa input email, ga bisa dilanjutkan. Ga bisa tekan enter atau selanjutnya"
Siti Hamidah,12/22/2022 11:55,5,positif,Bagus banget
mashadi hadi,12/22/2022 11:56,5,positif,Praktis gampang cepet jadi tambah efisien waktu
Raka 07,12/22/2022 11:56,5,positif,Apk ini bagus dan aman
amir rudin,12/22/2022 11:57,1,negatif,"Update yg kemaren malah mundur, mau setiap top up harus nulis lagi..d"
midori suki,12/22/2022 11:57,2,negatif,"Kenapa sih trus d minta update aja,, blm habis 1 bulan uda di minta update lagi ???? Memperlambat"
Puji Natalia,12/22/2022 11:59,3,negatif,aplikasi kurang memuas kan susan masuk nya .....tolong di perbaharui lagi supaya lebih mudah ....
Muhammad Gibran,12/22/2022 12:01,3,negatif,Tolong dong di kembalikan kayak semula biar mudah masuk nya ke aplikasi nya klo udah bener kayak semula saya kasih 5 bintang dan sukses untuk kedepannya livin mandiri ????
DERRY,12/22/2022 12:01,2,negatif,"Masih banyak kekurangan nya Cara transfer yang ribet, terus gak ada fitur untuk ambil bukti transferan apa bila kita lupa setelah transfer gak di download."
Komang Adnyana,12/22/2022 12:02,4,positif,Aplikasi in sangat membantu transaksi jadi mudah dan tdk mengecewakan
Widya Ayu,12/22/2022 12:05,2,negatif,Update mulu tapi lebih bagus fitur sblm update
galih agustiono,12/22/2022 12:05,4,positif,Good
Angkasa Putra,12/22/2022 12:06,5,positif,Memuaskan sob
Asef Sae,12/22/2022 12:07,5,positif,Bagus saya suka
Fatihah Mahrin,12/22/2022 12:09,3,negatif,Kenapa harus selalu update trs yaa? Kan makan bgt memori
dadang budi,12/22/2022 12:09,1,negatif,"Minta di update, tapi sdh di up date malah terus aja minta Up date...parah"
Riska Oktriani,12/22/2022 12:11,1,negatif,Update terrooooossssssssss
Widy Bayu Saputro,12/22/2022 12:11,1,negatif,Updated kok lemot banget
Giorani Saputra,12/22/2022 12:11,5,positif,Mantaf
Junaidi Noval,12/22/2022 12:12,5,positif,Semoga lebih baik lagi
Hendra Abk,12/22/2022 12:13,1,negatif,Malah makin tidak canggih
Liesiangjuan Lesmanaheribudihardja,12/22/2022 12:13,5,positif,Luaaar biasa ???ç???ç???ç???ç???ç???ç???ç
Nanda Gunawan,12/22/2022 12:15,3,negatif,"Update terus, makin kemana mana hmmmm"
Ahie Vendra,12/22/2022 12:19,1,negatif,"Aplikasi Tidak bsa update,,"
amex hidayat,12/22/2022 12:20,1,negatif,Di update transfer pakai bi fast malah gak bisa
Deri Anugra,12/22/2022 12:23,4,negatif,"Tidak bisa login ke livin, sudah datang ke kantor cabang terdekat masih tidak bisa"
Bayu Pras,12/22/2022 12:23,1,negatif,kenapa setelah buka rekening lewat ini seteleh jadi kok nggak bosa di buka lagi? malah ke menu awal buka rekening lagi?
Agus Apryana,12/22/2022 12:25,1,negatif,"Di update makin ngawur, harus di pencet berkali kali baru ini aplikasi bisa terbuka itupun gax selalu bisa, tolong di fix masalah ini"
Maekel,12/22/2022 12:26,5,positif,Ok
sugi arto (sugiek),12/22/2022 12:28,1,negatif,Apdate mulu.semakin lama semakin jelek aja
Deden Andika,12/22/2022 12:29,1,negatif,"Susah di updateeeeeeee.. Bkan karna pnyimpanan. Mhon pnjelasannya. Udah dwnld 100% tiba"" balik lagi 1% gitu aja trusssss. Kuota gua abis krna jni doang"
Istiqomah Itiq,12/22/2022 12:29,1,negatif,"Selalu minta di update padahal sama aja, belum lama di update belum 1 bulan udah harus update lagi, cuma ngabis2in memori kuota. Buat yg memori terbatas n harus buru2 bayar ini itu jadi terhambat karena harus ngapus aplikasi yg lainnya"
Eva Kurniawati,12/22/2022 12:31,3,negatif,Biasa saja
Hasim Sahawi,12/22/2022 12:33,5,positif,Mudah bertransaksi
raden Gibran Ismail,12/22/2022 12:33,2,negatif,Kenapa konfirmasi password ny tidak bisa di isi..?
Endang Syamu,12/22/2022 12:34,5,positif,Baik ..lancar
Faizal Asyhari,12/22/2022 12:35,5,positif,Sanggat membantuu????
Iman Salilana Salilana,12/22/2022 12:35,2,negatif,Ribet harus di afgrad mulu
Indra Omega,12/22/2022 12:37,2,negatif,Update mulu
Kalimi Kalimi,12/22/2022 12:38,5,positif,Bagus
Aulia Mila,12/22/2022 12:39,5,positif,Sangat bagus
Alpian Anton Lapu,12/22/2022 12:39,1,negatif,"Saya baru baru upgrade tau tau udah disuruh upgrade lagi, mana kalo gak diupgrade gak bisa masuk keaplikasinya"
nanadyadeeva praja,12/22/2022 12:39,1,negatif,Setelah melakukan update malah jd ngaco.. transfer pke metode bi fast tdk bisa di klik..
sintia Rahayu,12/22/2022 12:40,4,negatif,Updatean mulu org lagi penting pake jadi lama dah
dingdong,12/22/2022 12:41,1,negatif,Perasaan update melulu capek deh update trus
SABA CHANEL,12/22/2022 12:41,1,negatif,Terakhir update tgl 11 Desember 22 dan sekarang 22 harus update lagi lucunya
pedal mania,12/22/2022 12:43,1,negatif,"Saya update download sampai 10 kali lebih tapi tetap sama saat instal setelah update, ada notif bermasalah. Saya coba restart hp juga gak ngaruh. Mau pakai kudu update dulu tapi gak bisa d update???ç"
rustam ac,12/22/2022 12:44,1,negatif,kenapa selalu mau buka mbking minta updet merepotkan
Dawir Firman,12/22/2022 12:44,1,negatif,Knpa harus sering bnget di update sihh ni livin
Julia Permatasari,12/22/2022 12:45,5,positif,Sangat mudah untuk dilakukan dan diprioritaskan
Man Chanel,12/22/2022 12:46,1,negatif,Apk nya sekarang terlalu banyak pembaruan
iman maryono,12/22/2022 12:46,5,positif,Good job
Aisyah To,12/22/2022 12:46,1,negatif,"Dikit dikit minta update , malas bangety , orng lagi urgen urgennya mau make malah hrus update dulu"
Nina Mardiah,12/22/2022 12:48,5,negatif,"Knp ini aplikasinya ga bisa di buka ,sdh 4 kali hapus dan download ulang"
Dapit Maulana,12/22/2022 12:49,5,positif,Mantap
Jhona Curlykritink,12/22/2022 12:50,5,negatif,Ini kok lemot amat sih livinnya mau butuh cepat gk bisa..bintang 1 ????????????????
Athar Janu,12/22/2022 12:51,1,negatif,Lemooot total
Lukman Hakim,12/22/2022 12:52,1,negatif,Terlalu sering update.. Ribet disaat yang dibutuhkan masih update
Dimas Wardianto,12/22/2022 12:52,5,positif,"Sangat membantu nasabah, good job mandiri ???è"
Ayu Gustanti,12/22/2022 12:52,1,negatif,Knpa gak bisa di upgrad
Alex pirgo pirgo,12/22/2022 12:58,5,positif,Bagussssss bangettt
Meta Sirait,12/22/2022 12:59,1,negatif,Baru aja buat... ga bisa diakses... buruk banget...
Memetz Gea,12/22/2022 12:59,1,negatif,di updet bukannya tambah baik tapi mlah sebaliknya... mlah gk bsa di buka..
Zul Kipli,12/22/2022 13:00,1,negatif,ini livin kenapa si...susah bener mau transaksi....makin ke sini makin gak nyaman pake livin
Ristyan Ardiansyah,12/22/2022 13:00,1,negatif,"Aplikasi nya sering banget update terus,menguras memori Hp"
Gio Weng,12/22/2022 13:01,3,negatif,"Nasabah lama udah sering updet,.."
Tria Agustina,12/22/2022 13:01,3,negatif,Keseringan harus update ketika udah diupdate suka susah:(
giono 376,12/22/2022 13:02,5,positif,Ok
Dzalkifli Sagran,12/22/2022 13:02,5,positif,Mantappp.....
Lucky031,12/22/2022 13:02,1,negatif,"minta update we terus, panyateh rek makin alus bener anger we, asa lieir aing mah...."
Norhayati 2311,12/22/2022 13:03,1,negatif,"Mau update ,sdah download 100% ,info nya aplikasi tidak bisa di instal beee"
Muharram Cakke,12/22/2022 13:03,5,positif,"Bagus, sangat membantu dalam transaksi. Terimakasih"
winda sulastri,12/22/2022 13:03,1,negatif,Kenapa sekarang lebih sering nyuruh update2 Mulu yaa
MISTER X,12/22/2022 13:04,1,negatif,Untuk maslah log in ke aplikasinya tolong di perbaiki secepat mungkin!!
Mardi Global,12/22/2022 13:04,3,positif,Nyaman
Mom'nya Aziiz,12/22/2022 13:04,3,negatif,"Sekarang sering eror suka keluar semoga ke depan nya mohon diperhatikan perbaikannya, kalo nanti bagus saya kasih bintang 5"
Dandi Idang,12/22/2022 13:05,5,positif,Bagus
weny widitriani,12/22/2022 13:05,5,positif,Sangat membantu..
Sup Rino,12/22/2022 13:05,4,positif,Mantap markantap
Jeppry bret,12/22/2022 13:06,5,positif,Proses buat.nya mudah semudah pengguna.anya
Andi herawati hera,12/22/2022 13:06,1,negatif,Terlalu sering diperbarui ..??????è?ü?çü????è
An Son,12/22/2022 13:06,1,negatif,"Buruan mo ngejar waktu eh malah mo minta update, dipending dulu gak bisa, dcancel gak bisa..bikin esmosi...kuota sdh sdikit lelet dancuuuukkk... Kok minta update terus Ngerepotin tau..."
Marthen Kafiar,12/22/2022 13:08,5,positif,nyaman aja dgn livin mndri.. 5 ü?ê??è yaaah ..
hasanudin,12/22/2022 13:08,4,positif,Easy and cooperation
ayunda haris,12/22/2022 13:10,5,positif,Ok
Agus Prabowo,12/22/2022 13:11,1,negatif,Aplikasi sulit d buka
Ayu Wandila,12/22/2022 13:12,3,negatif,G bsa di perbaharui
Yogi Agustin,12/22/2022 13:12,3,positif,Ok
Repika lina,12/22/2022 13:12,5,positif,Dengan aplikasi ini semua transaksi semakin mudah ???ç??è?
Afrian Putra,12/22/2022 13:13,5,positif,Bermanfaat
fitri Susanti,12/22/2022 13:14,2,negatif,update terus
Zaenal Arifin,12/22/2022 13:14,1,negatif,Kalau suruh udate cepet banget tapi kayanya gk ada perbedaan sebelum atau sesudah update
Nur Pitri,12/22/2022 13:17,1,negatif,Tiap bulang disuruh update walaupun udh versih baru livingnya tetap minta update dan gak mau kebuka
Taufik Muhammad,12/22/2022 13:18,5,positif,Top
Lusiaana Ratna,12/22/2022 13:18,1,negatif,Lemott pliss deh kurang cangih banget lelett
Ridwan Chaniago,12/22/2022 13:18,5,positif,Bagus
Eti Sukaeti,12/22/2022 13:20,1,negatif,Verifikasi muka udah kaya verifikasi apa tau susah banget
toni toni,12/22/2022 13:22,5,positif,Mudah dipergunakan
Karimah Nahda,12/22/2022 13:25,1,negatif,Apk minta Update terus... Kecewa
SBP Security2,12/22/2022 13:25,1,negatif,Bank mandiri jangan paksa untuk update konsumen...apalagi saat coba up date susah...sy sudah merasa terganggu dalam menggunakan mobile banking ...dan saat mengganggu dalam penggunaan uang di banking...tolong jangan tiap waktu utk up date
Sukri Dinata,12/22/2022 13:25,1,negatif,"Nyesek pakai mandiri di suruh masuk daftar,,eh pas udah terdaftar, kebetulan HP lagi eror di suruh daftar lagi Klo gratis sih GPP ni pakai pulsa dlu,,dah gtu ga bisa sekali doank hrs berulang baru bisa pulsa dah kesedot banyak ????,,dah gitu saldo rekening hrs sisa cepek yg daftar saldo 500,ga kaya yg lain lain .. Klo bukan urusan kerja ga bakalan pakai mndiri, mengecewakan"
Tik tok Hot,12/22/2022 13:25,1,negatif,"Sangat2 kecewa Tabungan now idr nya kok jadi hilang ,, saya deposit ke rekening investor yg sama sekali uang nya gak bisa si apa2in ,, bner2 aplikasi mbanking terburuk,, mau login aja di persulit"
Muh Rohmad,12/22/2022 13:27,4,positif,"Bagus sich,cpt jg.cukup mmbantu sy dg layanan""nya"
